N,P,K,temperature,humidity,ph,rainfall,label
155,77,241,28.52,57.27,6.39,113.31,chilli
130,64,193,28.65,51.75,6.04,57.71,chilli
116,83,174,30.74,62.09,5.42,71.51,chilli
106,57,197,21.34,69.91,6.73,69.39,spinach
115,47,178,19.55,64.38,6.6,85.53,spinach
141,50,233,22.59,80.0,6.29,114.72,spinach
211,73,229,22.09,60.83,7.0,126.93,tomato
214,85,235,25.15,57.27,5.8,121.2,tomato
162,68,239,31.2,51.59,5.95,87.04,chilli
110,52,176,20.67,68.02,6.73,61.56,spinach
153,81,230,29.09,85.0,5.67,93.75,ladyfinger
194,61,257,34.53,67.73,6.93,60.0,ladyfinger
165,48,289,31.69,68.83,6.01,110.53,ladyfinger
139,49,229,29.12,69.59,6.68,131.9,ladyfinger
123,77,210,29.05,69.09,6.57,113.61,ladyfinger
144,82,213,31.29,54.09,5.98,82.45,chilli
112,52,224,24.76,55.03,6.52,65.81,spinach
160,70,208,38.41,67.31,6.28,102.37,ladyfinger
160,61,205,31.54,73.34,6.61,157.75,ladyfinger
165,59,221,32.06,40.0,6.85,84.34,chilli
197,65,188,28.78,55.11,6.23,78.17,chilli
122,78,220,31.82,55.52,6.23,73.71,chilli
176,68,250,28.56,57.15,6.08,89.1,chilli
171,74,222,33.51,67.37,6.69,113.73,ladyfinger
234,75,222,28.74,53.58,6.79,112.92,tomato
140,76,160,16.36,79.97,6.62,62.63,spinach
108,63,172,23.59,76.53,5.76,64.06,spinach
90,51,221,22.64,55.03,6.55,87.71,spinach
137,57,192,31.3,53.22,5.33,99.56,chilli
182,81,245,31.58,59.33,5.75,110.16,tomato
169,69,211,28.5,72.25,6.33,157.46,ladyfinger
123,58,247,24.85,60.38,6.23,89.84,spinach
201,86,253,29.16,62.59,6.71,152.37,tomato
135,50,194,19.02,50.0,6.44,128.25,spinach
154,73,289,28.04,50.11,6.7,138.28,tomato
163,83,198,26.36,51.26,6.25,144.86,tomato
85,58,190,19.97,69.89,6.81,98.63,spinach
136,66,264,33.15,59.22,6.33,143.81,tomato
132,65,195,27.53,44.7,5.64,118.39,chilli
134,41,230,22.78,62.05,6.54,44.48,spinach
133,55,178,22.23,59.58,6.79,77.06,spinach
153,56,257,29.24,76.8,6.48,109.01,ladyfinger
108,55,213,19.82,66.49,6.27,67.77,spinach
134,50,207,22.88,63.12,6.26,66.19,spinach
127,80,227,33.94,54.88,5.65,85.73,chilli
100,50,221,23.64,63.09,6.39,72.16,spinach
160,49,205,26.63,80.0,7.12,104.17,spinach
147,56,237,31.28,67.81,6.94,143.84,ladyfinger
171,65,210,33.4,67.78,6.26,76.9,chilli
190,77,269,27.81,48.39,6.23,146.22,tomato
139,68,254,26.38,74.18,6.18,105.76,ladyfinger
146,67,220,28.83,60.58,7.02,129.56,ladyfinger
133,70,194,33.81,75.02,5.74,144.1,ladyfinger
162,86,259,31.58,49.94,6.49,134.76,tomato
157,66,189,25.84,65.54,6.76,89.69,spinach
196,79,214,31.17,55.29,5.83,115.55,tomato
176,57,196,28.11,58.3,6.8,76.68,ladyfinger
159,50,254,30.38,59.02,6.02,116.02,tomato
169,57,241,29.24,82.13,5.77,137.11,ladyfinger
201,80,285,23.88,64.16,6.95,130.49,tomato
115,82,243,32.49,57.98,6.09,110.65,chilli
102,78,245,25.24,56.41,6.18,88.54,chilli
161,82,251,36.04,56.95,6.11,59.54,chilli
160,73,194,24.91,70.16,6.91,60.7,spinach
164,69,213,31.31,49.07,5.86,92.43,chilli
115,52,150,21.84,63.15,6.71,116.98,spinach
166,73,272,27.53,54.87,6.87,98.6,tomato
119,58,213,23.94,69.44,6.53,76.05,spinach
134,59,209,30.22,64.55,5.46,83.6,chilli
115,54,208,22.26,50.0,6.43,62.97,spinach
177,69,186,28.54,43.1,5.55,97.78,chilli
153,71,187,31.67,60.06,6.27,108.93,chilli
190,65,226,28.31,45.0,6.87,131.04,tomato
167,61,192,31.34,71.88,6.24,73.36,ladyfinger
134,49,216,24.92,69.97,6.03,65.46,spinach
127,48,222,22.92,71.5,6.69,63.42,spinach
156,50,206,21.95,74.51,7.26,69.38,spinach
116,52,208,24.45,71.88,6.33,76.66,spinach
134,51,206,22.04,65.78,6.27,80.49,spinach
135,74,246,26.81,50.53,6.04,126.73,tomato
132,58,260,25.36,63.98,6.21,47.87,spinach
160,69,232,27.82,74.11,7.17,119.0,ladyfinger
147,82,243,30.32,67.99,7.06,104.83,ladyfinger
117,62,224,19.64,54.35,5.95,90.16,spinach
129,61,233,22.59,70.67,6.47,108.8,spinach
191,62,270,25.21,50.93,6.06,105.36,tomato
171,74,221,22.13,54.65,6.28,86.3,tomato
144,40,186,23.13,77.52,6.48,68.9,spinach
126,76,222,21.02,74.61,6.38,40.0,spinach
159,55,193,25.72,68.95,6.23,95.13,ladyfinger
133,45,214,34.42,82.64,6.77,133.26,ladyfinger
158,83,289,29.76,56.7,6.3,113.98,tomato
160,61,204,29.13,62.07,6.29,152.94,ladyfinger
179,69,244,28.54,53.48,5.61,165.14,tomato
140,48,256,24.95,62.4,5.75,125.82,spinach
99,44,224,27.13,64.16,6.45,81.4,spinach
130,51,197,24.22,50.0,6.9,81.45,spinach
166,69,268,30.0,63.15,5.93,114.02,ladyfinger
172,56,284,25.49,59.53,6.38,124.99,tomato
119,97,186,29.03,54.74,6.77,63.5,chilli
145,62,172,20.43,68.91,6.13,94.26,spinach
161,68,228,31.14,61.66,6.43,92.64,ladyfinger
152,84,190,27.72,60.13,6.52,144.34,tomato
155,78,213,32.04,49.32,5.15,81.52,chilli
119,66,203,22.45,62.09,6.48,86.16,spinach
101,53,215,22.47,60.31,6.57,94.29,spinach
122,63,158,23.63,59.7,6.67,64.73,spinach
167,52,214,29.42,64.2,6.27,104.14,ladyfinger
160,63,260,27.69,64.15,6.07,95.04,chilli
160,103,291,26.6,54.97,5.5,82.96,tomato
129,69,298,28.01,67.72,5.5,103.38,ladyfinger
147,86,277,30.59,65.97,5.99,96.15,ladyfinger
158,59,222,32.09,70.9,6.22,103.99,ladyfinger
161,73,235,25.6,57.22,6.51,93.65,tomato
162,50,210,28.06,50.95,6.17,93.13,tomato
133,64,185,22.37,80.0,6.35,58.82,spinach
129,53,225,25.56,80.0,6.67,86.52,spinach
162,35,228,33.35,72.83,6.76,101.48,ladyfinger
112,44,195,21.08,71.24,6.89,107.91,spinach
145,59,280,30.73,48.19,6.35,105.38,chilli
141,50,235,28.9,62.1,6.37,109.07,spinach
152,68,271,31.76,71.72,6.36,137.22,ladyfinger
195,86,261,28.24,59.7,7.0,149.61,tomato
143,46,206,24.93,69.01,6.56,100.02,spinach
100,76,258,30.35,46.75,5.79,125.4,chilli
194,65,216,33.08,73.34,6.43,113.93,ladyfinger
124,54,186,20.36,64.74,6.34,65.74,spinach
124,55,184,28.43,70.07,5.89,83.73,spinach
137,64,233,34.87,50.84,5.47,102.63,chilli
123,46,235,28.02,85.0,5.58,92.4,ladyfinger
139,45,212,21.2,71.77,5.86,78.02,spinach
180,76,252,26.46,45.0,7.0,123.88,tomato
153,61,217,32.41,67.41,6.6,74.31,ladyfinger
118,60,248,33.37,80.82,6.88,103.72,ladyfinger
130,54,216,26.57,63.13,6.43,111.58,spinach
136,72,280,27.41,71.32,6.8,88.05,chilli
149,61,198,31.0,44.33,5.9,96.66,chilli
131,98,185,26.11,65.51,6.29,69.48,chilli
118,78,213,31.67,69.91,5.14,76.01,chilli
137,33,206,24.31,53.17,6.84,86.77,spinach
116,61,215,32.0,56.51,6.64,69.29,chilli
154,87,259,30.87,53.67,6.21,85.87,tomato
188,64,237,33.02,85.0,6.94,125.42,ladyfinger
141,73,232,32.12,64.43,6.16,62.49,chilli
163,82,253,28.45,48.71,6.52,125.99,tomato
173,74,218,36.16,64.94,6.96,119.73,ladyfinger
159,68,226,29.31,60.34,5.38,82.73,chilli
134,58,185,35.02,80.17,6.27,103.45,ladyfinger
175,73,241,30.03,63.45,6.16,90.27,chilli
139,51,157,19.23,77.5,6.42,75.13,spinach
116,72,198,31.98,67.51,6.66,115.02,ladyfinger
191,94,217,28.27,60.58,5.86,66.87,chilli
150,57,189,26.98,49.21,6.15,74.09,chilli
109,47,205,19.06,68.27,5.99,100.58,spinach
213,67,269,27.16,58.73,6.13,98.86,tomato
139,68,246,28.17,61.37,6.0,86.46,chilli
191,111,246,29.77,59.14,6.98,76.32,tomato
150,56,241,17.86,51.37,6.48,87.68,spinach
214,82,276,31.67,62.7,5.96,144.39,tomato
182,48,207,23.62,55.25,6.11,121.82,chilli
105,31,222,24.21,62.75,6.52,90.32,spinach
124,48,188,21.04,68.39,6.66,68.53,spinach
153,88,187,31.18,48.58,5.8,73.94,chilli
97,53,200,23.8,70.35,6.28,81.64,spinach
139,92,271,35.49,53.46,5.29,50.0,chilli
136,97,228,27.49,68.22,6.83,89.34,chilli
169,57,225,34.84,71.58,5.59,88.52,ladyfinger
141,90,188,27.03,49.51,5.66,84.64,chilli
147,71,282,34.99,69.35,6.67,122.71,ladyfinger
144,76,197,26.77,46.01,6.82,100.61,chilli
96,63,234,21.78,73.03,6.61,67.1,spinach
108,59,212,19.88,59.3,6.47,62.07,spinach
175,96,248,29.51,57.45,5.79,116.92,tomato
91,52,181,22.96,75.72,5.94,82.3,spinach
188,76,245,24.37,72.73,6.55,144.1,tomato
150,75,200,25.03,75.73,6.28,70.29,spinach
234,57,191,23.5,67.19,6.65,107.19,tomato
193,70,251,27.06,61.03,5.5,74.26,tomato
167,67,218,30.51,70.59,7.38,116.63,ladyfinger
170,73,212,32.88,60.18,5.73,63.44,chilli
99,63,234,24.09,67.27,6.2,63.06,spinach
142,91,231,31.02,53.97,5.97,84.73,chilli
131,60,256,37.48,73.34,6.87,104.6,ladyfinger
182,88,239,29.24,40.0,6.12,89.96,chilli
170,80,294,27.13,68.58,6.77,155.86,tomato
178,88,234,31.66,52.99,6.88,76.31,tomato
155,88,304,24.1,45.18,6.15,120.39,tomato
188,51,258,34.46,62.21,7.19,115.09,ladyfinger
148,67,210,32.01,72.39,6.33,150.53,tomato
165,56,275,23.86,56.51,6.1,118.26,tomato
161,53,264,22.51,50.17,5.5,117.85,tomato
116,62,219,29.56,63.05,5.58,95.22,chilli
204,95,291,25.44,63.8,6.45,108.15,tomato
161,78,217,26.53,49.54,6.46,80.31,chilli
144,62,218,25.78,54.39,6.6,77.78,chilli
177,61,201,36.36,62.82,5.05,78.69,chilli
181,57,177,33.32,40.0,5.92,140.0,chilli
108,53,185,15.38,72.18,6.88,93.03,spinach
181,90,201,29.44,51.56,6.53,95.93,tomato
149,78,240,30.41,76.44,6.07,112.1,ladyfinger
127,61,224,21.01,60.1,6.17,63.49,spinach
164,80,251,21.35,50.65,5.76,140.55,tomato
191,81,251,20.85,65.96,6.25,130.71,tomato
183,78,244,30.24,62.6,7.0,98.69,tomato
137,69,220,24.25,43.23,6.13,75.26,chilli
178,73,277,26.18,58.4,6.76,158.48,tomato
161,58,257,31.82,63.02,6.03,77.5,ladyfinger
174,70,209,33.14,55.97,5.7,113.1,chilli
165,76,187,34.03,69.94,6.74,130.13,ladyfinger
142,82,228,29.86,57.01,6.07,59.67,chilli
188,64,222,30.01,68.07,6.23,122.18,ladyfinger
149,65,245,30.56,55.42,6.31,82.5,chilli
163,80,247,30.31,55.0,6.31,132.62,ladyfinger
180,84,300,32.75,64.7,6.58,104.14,ladyfinger
161,68,240,26.48,52.15,6.66,91.37,chilli
176,59,236,27.1,57.13,5.98,92.57,tomato
125,58,190,20.54,61.54,6.62,71.58,spinach
142,65,235,25.32,46.38,6.14,102.46,chilli
177,89,249,27.35,60.47,5.96,111.42,tomato
152,84,260,27.95,61.41,6.31,111.47,chilli
212,82,236,25.02,48.44,6.47,134.45,tomato
176,83,241,31.42,55.0,6.41,111.57,ladyfinger
145,39,185,22.02,65.38,6.36,92.46,spinach
158,41,150,23.32,60.98,6.19,94.17,spinach
131,64,218,35.67,56.91,5.66,94.41,chilli
192,103,288,25.94,66.56,5.82,137.4,tomato
195,73,192,36.52,82.61,6.41,139.1,ladyfinger
193,65,208,28.32,57.45,6.45,118.0,tomato
114,83,280,28.65,70.16,5.89,62.55,chilli
134,64,295,33.57,59.17,5.7,172.4,tomato
188,63,208,27.38,60.23,6.75,102.95,ladyfinger
113,61,175,21.93,63.61,6.57,72.61,spinach
160,65,206,25.14,66.16,6.51,72.97,spinach
172,70,208,29.26,53.65,6.24,117.49,chilli
155,75,292,30.32,58.74,6.32,104.99,tomato
240,76,265,26.05,62.36,6.1,109.74,tomato
160,55,300,31.49,80.35,5.77,98.34,ladyfinger
130,55,185,18.72,71.68,6.77,49.09,spinach
130,53,198,29.48,55.82,5.89,50.0,chilli
127,74,194,27.43,52.81,5.58,80.49,chilli
170,83,246,29.91,57.05,5.95,111.61,ladyfinger
200,71,276,24.31,71.62,6.21,105.09,tomato
121,55,182,20.01,53.78,7.02,55.12,spinach
169,81,240,28.11,49.35,5.48,91.68,chilli
153,41,189,22.39,76.53,6.07,103.26,spinach
197,78,267,26.03,59.61,6.48,180.0,tomato
86,70,196,20.72,56.9,6.0,96.46,spinach
148,74,193,30.75,55.83,6.12,124.12,ladyfinger
153,72,225,29.93,59.08,5.68,117.99,chilli
161,98,295,25.55,48.36,6.32,106.31,tomato
151,83,215,31.14,54.68,5.96,95.18,chilli
156,78,300,32.35,59.51,6.17,123.76,ladyfinger
142,69,232,33.25,52.33,6.61,50.0,chilli
155,46,213,31.32,50.83,5.58,106.92,chilli
169,83,256,36.44,61.63,6.53,113.42,ladyfinger
128,69,202,33.89,65.02,5.98,127.59,ladyfinger
109,60,248,24.45,64.62,6.45,72.87,spinach
109,38,172,25.71,63.75,6.34,83.2,spinach
146,80,199,28.52,40.0,5.47,126.15,chilli
102,57,201,18.57,67.86,6.67,101.66,spinach
173,67,225,28.52,46.87,5.3,68.89,chilli
131,63,251,29.85,58.0,5.95,66.34,chilli
126,83,268,31.16,72.45,6.39,153.4,ladyfinger
180,96,320,23.68,58.2,5.5,124.82,tomato
89,45,224,19.05,63.2,6.67,60.63,spinach
160,62,195,27.56,51.36,5.86,133.31,chilli
155,71,228,30.28,64.94,6.05,60.84,chilli
181,61,236,34.3,43.98,5.86,112.84,chilli
180,79,286,26.69,60.16,6.08,99.67,ladyfinger
191,99,249,23.73,66.74,6.5,71.45,tomato
94,42,207,22.44,60.09,6.54,111.77,spinach
163,86,254,30.81,66.22,6.21,97.57,tomato
132,76,200,29.35,67.34,6.4,108.05,chilli
150,57,219,29.85,56.29,6.26,69.22,chilli
186,97,227,32.68,47.76,6.85,110.68,tomato
156,72,236,23.55,53.46,5.75,109.69,tomato
213,77,278,32.91,70.49,5.76,113.66,tomato
160,44,201,26.24,64.36,6.64,58.75,spinach
197,70,242,27.96,61.2,6.24,130.9,tomato
110,48,257,38.06,77.22,6.53,109.53,ladyfinger
135,61,175,30.23,69.35,6.63,104.09,ladyfinger
148,64,221,37.91,64.23,6.47,98.71,chilli
155,71,228,29.72,55.07,5.77,74.98,chilli
151,61,197,32.1,61.76,6.24,120.31,chilli
154,48,247,33.58,55.0,6.07,94.8,ladyfinger
167,65,258,20.0,45.99,6.13,122.06,tomato
128,82,210,31.81,66.21,5.52,78.68,chilli
129,59,239,28.15,44.22,5.76,89.36,chilli
130,57,179,24.1,60.39,6.54,131.2,spinach
179,62,182,30.55,70.35,6.89,97.51,ladyfinger
193,102,267,24.85,70.9,6.86,180.0,tomato
148,63,252,30.79,48.73,5.81,112.42,chilli
146,54,179,32.9,59.36,6.18,108.42,chilli
187,75,244,20.54,58.23,6.59,104.21,tomato
191,56,264,26.82,53.9,5.9,110.16,tomato
149,49,220,33.63,50.2,6.16,107.03,chilli
161,55,256,24.42,49.52,5.96,98.25,chilli
175,69,217,30.11,58.48,6.06,153.17,ladyfinger
164,51,213,29.62,58.78,5.0,93.32,chilli
179,99,282,24.77,54.61,6.58,60.0,tomato
171,74,214,33.87,79.01,6.36,154.04,ladyfinger
183,80,229,30.43,64.25,6.54,116.92,tomato
163,70,233,29.61,68.27,6.04,142.7,tomato
190,79,228,27.44,47.2,7.0,89.14,tomato
140,60,224,23.57,56.17,6.4,64.4,spinach
139,59,184,27.33,55.45,6.78,100.01,spinach
84,39,201,22.78,57.77,6.69,46.77,spinach
157,43,249,28.68,70.81,6.18,86.29,ladyfinger
129,36,171,21.15,62.59,6.14,87.78,spinach
136,55,211,20.45,63.43,6.44,65.07,spinach
118,80,180,26.92,78.42,6.33,91.38,spinach
152,65,199,26.82,49.28,6.45,76.78,chilli
175,78,258,31.07,61.27,5.52,104.22,ladyfinger
170,45,215,28.31,49.38,6.15,112.41,chilli
149,73,211,30.68,50.26,6.51,87.73,chilli
200,76,243,30.96,54.3,5.58,115.98,tomato
134,66,156,18.45,50.0,6.42,94.35,spinach
118,88,271,34.63,52.31,5.54,68.69,chilli
158,96,320,25.42,64.27,5.91,146.02,tomato
150,59,233,29.88,50.98,6.44,65.0,chilli
168,76,219,30.63,76.34,6.5,90.06,ladyfinger
128,55,228,21.85,50.82,6.88,61.89,spinach
160,65,162,20.55,75.14,6.29,88.88,spinach
189,79,226,32.69,59.45,6.6,116.04,ladyfinger
163,50,266,24.34,45.0,5.5,140.35,tomato
162,95,234,31.36,76.93,6.26,111.88,ladyfinger
148,86,203,35.59,49.63,6.04,84.38,chilli
174,70,233,33.61,53.19,7.0,130.93,tomato
186,74,227,28.47,73.46,6.84,126.61,ladyfinger
167,78,227,24.62,62.48,5.69,109.63,tomato
114,51,204,22.48,65.02,6.63,103.81,spinach
147,82,240,23.96,57.75,6.4,133.2,tomato
160,49,162,16.36,70.7,5.94,72.55,spinach
130,83,235,32.78,60.15,5.72,118.75,tomato
186,62,283,28.63,61.59,6.2,107.06,tomato
190,81,197,36.53,73.06,6.46,145.53,ladyfinger
171,78,266,31.62,75.14,6.25,89.69,ladyfinger
202,63,227,28.2,68.23,6.4,126.21,tomato
80,50,187,26.17,61.92,6.61,82.83,spinach
140,77,214,29.41,58.28,5.76,119.86,chilli
147,87,239,28.09,65.58,5.71,102.89,tomato
156,59,275,35.51,70.86,5.89,83.03,ladyfinger
192,86,238,31.02,50.98,6.65,123.86,tomato
121,55,223,20.45,65.77,6.36,71.31,spinach
146,48,219,21.42,64.49,6.53,85.04,spinach
155,57,241,32.2,69.8,6.57,100.54,ladyfinger
173,90,237,30.93,50.94,5.76,137.19,tomato
187,80,203,32.07,55.11,6.4,80.92,tomato
138,52,223,31.92,64.74,6.82,117.64,ladyfinger
147,71,187,19.03,63.99,6.52,101.88,spinach
211,56,287,34.69,49.43,6.51,120.03,tomato
126,69,204,29.62,60.47,6.22,109.38,ladyfinger
167,54,242,30.13,67.78,6.81,130.0,ladyfinger
240,62,271,26.77,66.27,5.61,88.43,tomato
151,62,177,17.21,62.38,6.44,89.92,spinach
150,58,236,29.85,47.09,6.9,99.53,chilli
113,65,230,28.61,52.54,6.46,92.13,chilli
114,56,150,21.34,67.86,6.94,69.63,spinach
116,40,188,21.15,62.95,6.43,78.76,spinach
107,59,220,24.26,74.51,6.71,87.03,spinach
126,56,273,27.42,52.42,5.85,81.57,chilli
123,72,216,30.26,54.87,7.0,63.4,chilli
189,52,196,31.98,55.0,6.89,136.86,ladyfinger
202,62,268,29.86,45.0,6.24,108.29,tomato
127,67,218,33.89,62.92,6.09,65.54,ladyfinger
110,78,221,28.0,77.53,6.39,136.76,ladyfinger
180,79,257,28.25,66.38,6.57,93.73,tomato
195,73,312,25.56,75.0,6.21,85.61,tomato
130,57,209,29.21,64.54,6.56,101.01,spinach
183,81,279,30.9,63.95,6.06,138.55,tomato
195,68,195,33.1,71.96,6.16,122.62,ladyfinger
120,74,198,19.87,52.89,5.96,48.32,spinach
142,50,178,24.08,61.86,6.82,92.34,spinach
189,45,257,28.2,85.0,5.78,135.35,ladyfinger
145,87,202,26.84,54.46,5.97,105.4,chilli
160,68,282,23.95,56.68,6.21,122.78,tomato
152,69,241,29.69,40.93,5.9,70.56,chilli
142,47,216,22.9,57.83,5.61,93.27,chilli
240,50,268,26.33,55.31,5.95,97.28,tomato
181,70,218,36.01,59.13,6.36,131.27,ladyfinger
185,87,198,26.38,57.96,6.3,149.83,tomato
156,74,217,28.87,72.0,6.36,98.26,chilli
169,63,198,31.84,54.74,6.33,71.88,chilli
160,66,210,35.91,62.52,5.7,101.42,chilli
141,74,290,36.15,59.25,6.74,95.41,ladyfinger
185,92,237,29.22,64.41,6.38,99.36,tomato
126,48,247,23.42,55.47,6.7,60.51,spinach
110,69,169,24.44,62.77,6.42,95.81,spinach
147,87,266,29.56,57.78,5.6,87.06,chilli
147,69,177,31.18,54.29,6.64,71.21,chilli
189,57,195,31.79,67.22,6.06,108.24,ladyfinger
101,45,209,21.85,65.26,6.27,75.39,spinach
80,50,214,25.6,61.29,6.38,103.08,spinach
129,76,175,20.92,68.33,6.48,60.35,spinach
157,67,215,21.32,57.32,6.39,101.77,spinach
182,94,252,34.17,48.49,5.99,116.84,tomato
146,87,179,35.81,56.09,5.96,86.04,chilli
134,61,254,33.53,72.1,6.77,102.04,ladyfinger
191,77,216,31.03,64.95,5.69,76.96,chilli
131,80,222,32.07,55.0,5.87,123.42,ladyfinger
143,52,172,29.72,65.47,6.5,79.52,spinach
145,70,269,32.06,67.29,6.24,75.77,chilli
145,61,205,30.01,46.53,5.8,79.68,chilli
169,63,173,36.13,47.02,5.58,112.07,chilli
147,79,206,29.07,69.59,6.09,90.53,ladyfinger
156,77,255,33.57,50.67,5.96,103.42,chilli
149,83,232,24.96,49.28,6.37,102.97,tomato
181,70,284,37.05,67.26,7.4,110.54,ladyfinger
228,97,290,28.07,62.57,6.6,159.01,tomato
130,56,168,24.99,61.05,6.03,71.44,spinach
147,77,256,33.09,43.73,6.18,107.01,chilli
135,94,196,34.85,73.45,5.93,107.27,ladyfinger
165,81,219,33.21,69.44,6.57,95.6,ladyfinger
165,67,232,31.36,60.1,6.13,117.25,tomato
199,84,221,28.96,52.07,5.95,124.73,tomato
188,89,292,29.34,55.99,6.02,125.96,tomato
190,79,230,27.05,59.57,5.71,115.33,chilli
143,59,234,34.48,60.8,6.37,79.59,chilli
145,83,266,33.57,66.41,6.05,96.99,ladyfinger
158,86,227,28.05,62.07,5.45,68.37,chilli
160,48,190,27.97,58.34,6.33,77.06,spinach
159,58,247,27.74,64.39,6.58,118.51,tomato
143,74,235,33.63,54.81,6.66,108.16,chilli
145,73,199,32.11,54.38,5.89,82.77,chilli
171,93,251,29.98,74.13,6.62,122.33,tomato
182,61,229,25.25,69.92,6.04,146.71,tomato
130,83,233,26.34,65.57,6.67,113.19,tomato
140,67,212,34.47,71.12,5.95,111.78,ladyfinger
172,56,238,30.94,76.71,6.34,108.7,ladyfinger
153,66,241,31.99,83.64,6.0,108.59,ladyfinger
128,56,209,28.53,50.7,6.19,91.58,chilli
212,69,289,28.63,58.72,7.0,93.61,tomato
149,57,226,17.54,67.14,6.77,81.65,spinach
185,73,244,29.1,68.32,5.5,110.78,tomato
148,58,247,27.19,58.45,6.41,109.51,ladyfinger
126,84,205,26.74,55.24,5.74,119.67,chilli
208,102,257,25.47,45.0,6.47,99.63,tomato
105,55,206,26.65,57.01,6.8,75.72,spinach
194,50,250,28.47,57.78,6.72,130.54,tomato
147,53,248,34.73,77.51,6.7,107.06,ladyfinger
161,67,253,29.44,71.97,6.0,107.56,tomato
144,66,184,18.04,63.38,6.26,78.73,spinach
109,53,158,19.58,72.72,6.98,55.31,spinach
210,95,278,26.62,51.36,5.95,124.91,tomato
171,56,225,29.17,64.65,6.19,148.92,tomato
175,64,267,27.01,55.85,6.54,120.74,tomato
171,116,255,27.18,53.31,6.64,141.68,tomato
104,76,175,18.36,74.26,6.74,92.48,spinach
163,64,173,28.65,58.25,6.41,66.56,chilli
190,70,212,35.2,70.14,6.42,83.54,ladyfinger
169,74,211,26.71,67.72,6.72,144.01,tomato
227,81,226,24.56,68.72,5.97,121.1,tomato
167,69,276,25.87,65.16,6.05,70.6,tomato
178,85,238,31.92,68.58,6.13,102.92,chilli
129,61,252,33.25,66.92,6.48,112.36,ladyfinger
108,52,185,27.56,64.89,6.18,96.45,spinach
117,63,221,33.41,58.2,6.12,67.45,chilli
131,58,241,34.02,71.29,6.54,102.59,ladyfinger
82,50,202,22.48,56.78,6.88,62.68,spinach
172,76,240,37.0,68.57,6.65,127.71,ladyfinger
191,61,240,34.18,74.43,6.15,112.12,ladyfinger
137,71,227,19.81,67.89,6.11,91.45,spinach
144,75,219,27.44,65.32,6.02,130.97,chilli
144,77,219,32.38,65.79,6.42,99.41,chilli
164,99,287,27.0,45.65,5.97,105.0,tomato
160,58,243,35.26,64.37,5.79,125.47,ladyfinger
134,62,211,22.06,70.38,6.68,72.92,spinach
190,52,238,28.28,52.31,5.87,73.93,chilli
152,54,220,27.46,74.39,6.37,72.49,ladyfinger
129,75,166,22.57,59.7,6.63,80.38,spinach
119,53,222,23.96,52.39,6.94,107.6,spinach
119,53,218,36.76,53.38,5.93,61.16,chilli
131,69,206,27.04,60.93,6.21,114.18,chilli
167,79,315,23.73,45.19,6.51,103.03,tomato
126,70,221,21.52,64.85,6.2,79.63,spinach
159,83,240,29.62,64.31,6.64,138.57,ladyfinger
182,64,279,34.97,59.86,6.4,122.11,tomato
177,63,275,28.55,56.64,5.5,156.11,tomato
145,50,229,30.79,55.51,5.91,84.14,chilli
139,75,263,34.92,40.0,6.23,86.44,chilli
166,70,176,38.0,68.97,6.29,74.94,chilli
148,30,232,23.01,55.34,6.18,113.53,spinach
219,76,287,25.15,52.74,5.5,161.82,tomato
173,92,232,25.75,58.23,5.73,165.51,tomato
101,55,179,23.72,50.71,6.39,86.02,spinach
164,68,218,34.37,70.65,6.97,89.43,tomato
122,61,249,17.31,77.94,6.53,62.02,spinach
129,46,239,19.65,62.42,6.74,55.38,spinach
130,77,242,26.8,59.08,6.31,116.25,tomato
113,50,184,27.3,68.24,6.12,98.36,spinach
208,91,320,26.41,67.66,6.16,150.84,tomato
143,51,244,31.67,68.44,6.96,122.08,ladyfinger
182,56,190,28.89,61.12,6.09,117.35,tomato
178,62,241,35.44,76.33,6.71,84.72,ladyfinger
109,50,221,18.69,66.76,6.87,69.74,spinach
133,78,208,30.71,66.27,5.84,100.85,tomato
179,85,250,25.56,66.59,6.29,120.44,tomato
177,67,227,25.06,57.82,6.69,99.87,tomato
161,70,212,29.73,73.91,7.35,132.07,ladyfinger
141,74,201,29.83,42.89,6.25,125.3,chilli
143,60,242,32.78,56.35,6.27,89.25,chilli
118,58,205,24.13,61.52,6.65,74.81,spinach
136,80,236,30.87,65.53,5.78,86.26,chilli
145,72,246,26.42,46.9,5.23,79.02,chilli
162,74,238,31.06,56.97,7.0,130.77,tomato
176,71,217,32.52,63.21,6.41,117.28,ladyfinger
128,37,227,22.76,76.08,6.63,102.03,spinach
150,64,191,20.95,62.43,7.12,87.64,spinach
174,64,304,33.04,52.93,6.26,102.99,tomato
180,90,190,29.34,54.89,6.86,135.58,tomato
139,58,209,29.71,51.89,5.91,96.68,chilli
196,50,311,28.89,53.79,6.26,124.4,tomato
148,87,192,21.85,65.91,6.4,118.57,tomato
149,52,229,30.78,84.81,5.93,112.26,ladyfinger
152,84,190,29.66,55.61,6.97,100.63,tomato
149,56,193,34.98,68.6,5.9,91.82,ladyfinger
135,63,177,26.21,53.79,6.68,123.81,spinach
142,63,213,25.2,74.35,6.91,92.97,spinach
156,71,242,30.07,47.18,5.76,50.42,chilli
139,67,246,26.51,52.14,6.38,84.0,chilli
151,59,217,32.52,85.0,6.1,103.0,ladyfinger
213,82,223,30.87,65.31,5.79,129.54,tomato
159,108,308,28.77,59.91,6.61,147.37,tomato
209,72,229,31.84,66.63,6.44,109.19,ladyfinger
